miRNA	gene	support type	label	split	hist	num_miRNA_disease	num_gene_disease
hsa-miR-657	CUBN	miRWalk	0	train	[0.35436893203883496, 0.5837378640776699, 0.05703883495145631, 0.0048543689320388345, 0.0]	8	103
hsa-miR-6089	BRMS1	miRWalk	0	train	[0.23015873015873015, 0.6845238095238095, 0.07539682539682539, 0.007936507936507936, 0.001984126984126984]	7	72
hsa-miR-6795	NOTCH2NLC	miRWalk	0	train	[0.43333333333333335, 0.5666666666666667, 0.0, 0.0, 0.0]	3	10
hsa-miR-210	BAG5	miRWalk	0	train	[0.2727272727272727, 0.6383616383616384, 0.07742257742257742, 0.00949050949050949, 0.001998001998001998]	182	11
hsa-miR-608	LEPR	miRWalk	0	train	[0.3603678929765886, 0.5894648829431438, 0.044209866220735784, 0.004389632107023411, 0.0015677257525083612]	23	416
hsa-miR-154	MT1F	miRWalk	0	train	[0.28441295546558704, 0.6214574898785425, 0.08198380566801619, 0.010121457489878543, 0.0020242914979757085]	38	52
hsa-miR-2355	SLC9A3R2	miRWalk	0	train	[0.3408929836995039, 0.5846917080085046, 0.06094968107725018, 0.010630758327427357, 0.002834868887313962]	17	83
hsa-miR-4505	ZNF763	miRWalk	0	train	[0.1, 0.7428571428571429, 0.12857142857142856, 0.0, 0.02857142857142857]	2	35
hsa-miR-432	SLC39A8	miRWalk	0	train	[0.4576905095839177, 0.5109864422627396, 0.027816736792893877, 0.0021037868162692847, 0.001402524544179523]	31	138
hsa-miR-7156	BRAP	miRWalk	0	train	[0.23780487804878048, 0.6524390243902439, 0.08536585365853659, 0.018292682926829267, 0.006097560975609756]	2	82
hsa-miR-5703	BMPR2	miRWalk	0	train	[0.3339041095890411, 0.6113013698630136, 0.046232876712328765, 0.008561643835616438, 0.0]	4	146
hsa-miR-508	CDCA4	miRWalk	0	train	[0.14166666666666666, 0.725, 0.1, 0.025, 0.008333333333333333]	24	5
hsa-miR-1275	TCEANC2	miRDB;miRWalk	0	train	[0.4074074074074074, 0.48148148148148145, 0.1111111111111111, 0.0, 0.0]	27	1
hsa-miR-661	IL2RB	miRWalk	0	train	[0.31879477454698696, 0.6203118415507796, 0.05415086388537716, 0.0050568900126422255, 0.001685630004214075]	21	226
hsa-miR-618	ZBTB42	miRWalk	0	train	[0.4166666666666667, 0.5833333333333334, 0.0, 0.0, 0.0]	14	6
hsa-miR-431	HOXD12	miRWalk	0	train	[0.4088888888888889, 0.5555555555555556, 0.03111111111111111, 0.0, 0.0044444444444444444]	45	5
hsa-miR-4270	SDC3	miRDB;miRWalk	0	train	[0.3952380952380952, 0.5285714285714286, 0.06666666666666667, 0.009523809523809525, 0.0]	7	30
hsa-miR-2278	FGFRL1	miRWalk	0	train	[0.4434782608695652, 0.5021739130434782, 0.043478260869565216, 0.008695652173913044, 0.002173913043478261]	4	115
hsa-miR-4520	LONRF2	miRWalk	0	train	[0.6, 0.4, 0.0, 0.0, 0.0]	1	5
hsa-miR-7111	FARSA	miRWalk	0	train	[0.14285714285714285, 0.8571428571428571, 0.0, 0.0, 0.0]	1	7
hsa-miR-4435	RAD51D	miRWalk	0	train	[0.3888888888888889, 0.5555555555555556, 0.041666666666666664, 0.013888888888888888, 0.0]	2	36
hsa-miR-6089	FADD	miRWalk	0	train	[0.33263816475495306, 0.5891553701772679, 0.06882168925964546, 0.0072992700729927005, 0.0020855057351407717]	7	137
hsa-miR-200b	TTC14	miRWalk	0	train	[0.11607142857142858, 0.8214285714285714, 0.0625, 0.0, 0.0]	112	1
hsa-miR-204	USP2	miRWalk	0	train	[0.28888888888888886, 0.6528619528619528, 0.052693602693602695, 0.0030303030303030303, 0.0025252525252525255]	165	36
hsa-miR-4712	NIPAL4	miRWalk	0	train	[0.2619047619047619, 0.7142857142857143, 0.023809523809523808, 0.0, 0.0]	1	42
hsa-miR-6820	SLC30A6	miRWalk	0	train	[0.42105263157894735, 0.47368421052631576, 0.10526315789473684, 0.0, 0.0]	1	19
hsa-miR-1915	PLXNA4	miRWalk	0	train	[0.45, 0.4666666666666667, 0.07222222222222222, 0.011111111111111112, 0.0]	10	18
hsa-miR-1299	TCL1A	miRWalk	0	train	[0.4688679245283019, 0.49198113207547167, 0.03443396226415094, 0.0042452830188679245, 0.0004716981132075472]	20	106
hsa-miR-6740	CSNK1A1L	miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-4739	NUDT19	miRWalk	0	train	[0.2777777777777778, 0.7222222222222222, 0.0, 0.0, 0.0]	12	3
hsa-miR-4758	SF3B1	miRWalk	0	train	[0.475, 0.505, 0.015, 0.005, 0.0]	1	200
hsa-miR-629	MPEG1	miRWalk	0	train	[0.35403726708074534, 0.5940550133096717, 0.04702750665483585, 0.0044365572315882874, 0.00044365572315882877]	23	98
hsa-miR-1226	ZFYVE27	miRWalk	0	train	[0.5151515151515151, 0.48484848484848486, 0.0, 0.0, 0.0]	11	12
hsa-miR-6503	VEGFB	miRWalk	0	train	[0.43902439024390244, 0.5487804878048781, 0.012195121951219513, 0.0, 0.0]	1	82
hsa-miR-6815	CASP2	miRWalk	0	train	[0.35714285714285715, 0.5428571428571428, 0.08571428571428572, 0.014285714285714285, 0.0]	2	105
hsa-miR-933	GGTLC1	miRWalk	0	train	[0.3647619047619048, 0.5876190476190476, 0.04, 0.004761904761904762, 0.002857142857142857]	10	105
hsa-miR-4716	RAD54B	miRWalk	0	train	[0.3684210526315789, 0.6052631578947368, 0.02631578947368421, 0.0, 0.0]	1	38
hsa-miR-137	FLNA	miRWalk	0	train	[0.39669495711527236, 0.572005927522565, 0.029248432050533627, 0.0015716915892047241, 0.0004789917224242969]	117	571
hsa-miR-6800	METTL9	miRWalk	0	train	[0.20833333333333334, 0.6666666666666666, 0.125, 0.0, 0.0]	1	24
hsa-miR-1303	PROKR1	miRWalk	0	train	[0.5441595441595442, 0.43304843304843305, 0.022792022792022793, 0.0, 0.0]	13	27
hsa-miR-619	ACP2	miRWalk	0	train	[0.48125, 0.5, 0.014583333333333334, 0.0020833333333333333, 0.0020833333333333333]	30	16
hsa-miR-4665	CEBPG	miRDB	0	train	[0.375, 0.625, 0.0, 0.0, 0.0]	2	4
hsa-miR-3972	MTHFR	miRWalk	0	train	[0.5015228426395939, 0.47411167512690355, 0.02233502538071066, 0.0010152284263959391, 0.0010152284263959391]	1	985
hsa-miR-3714	SEMA6D	miRWalk	0	train	[0.6976744186046512, 0.3023255813953488, 0.0, 0.0, 0.0]	1	43
hsa-miR-6769b	PAK6	miRWalk	0	train	[0.3333333333333333, 0.5625, 0.07291666666666667, 0.03125, 0.0]	4	24
hsa-miR-6076	RASD2	miRWalk	0	train	[0.2727272727272727, 0.7272727272727273, 0.0, 0.0, 0.0]	1	11
hsa-miR-515	TNFAIP8L1	miRDB;miRWalk	0	train	[0.2723809523809524, 0.6342857142857142, 0.07904761904761905, 0.011428571428571429, 0.002857142857142857]	30	35
hsa-let-7g	KIFC2	miRWalk	0	train	[0.7777777777777778, 0.2037037037037037, 0.018518518518518517, 0.0, 0.0]	54	1
hsa-miR-7156	CEMIP	miRWalk	0	train	[0.109375, 0.7265625, 0.140625, 0.015625, 0.0078125]	2	64
hsa-miR-517c	AQP4	miRWalk	0	train	[0.30010718113612006, 0.6505894962486602, 0.04394426580921758, 0.003215434083601286, 0.0021436227224008574]	3	311
hsa-miR-130b	TMUB1	miRWalk	0	train	[0.32926829268292684, 0.6117886178861789, 0.05386178861788618, 0.00508130081300813, 0.0]	82	12
hsa-miR-676	KBTBD11	miRWalk	0	train	[0.4444444444444444, 0.5185185185185185, 0.0, 0.037037037037037035, 0.0]	3	9
hsa-miR-6499	CLOCK	miRWalk	0	train	[0.34385113268608414, 0.6027508090614887, 0.049352750809061485, 0.0024271844660194173, 0.0016181229773462784]	4	309
hsa-miR-26b	C2CD3	miRWalk	0	train	[0.47352786999825264, 0.5137165822121265, 0.012056613664162153, 0.0005242005940940067, 0.00017473353136466887]	97	59
hsa-miR-6805	ZNF780B	miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	2	1
hsa-miR-6746	VCX3B	miRWalk	0	train	[0.75, 0.25, 0.0, 0.0, 0.0]	1	4
hsa-miR-1909	ADIPOR2	miRWalk	0	train	[0.1941747572815534, 0.6310679611650486, 0.15857605177993528, 0.012944983818770227, 0.003236245954692557]	3	103
hsa-miR-182	BCL2L13	TargetScan;miRDB;miRWalk	0	train	[0.33875338753387535, 0.6189024390243902, 0.03523035230352303, 0.005758807588075881, 0.0013550135501355014]	164	18
hsa-miR-1539	TMEM45B	miRWalk	0	train	[0.40476190476190477, 0.5714285714285714, 0.023809523809523808, 0.0, 0.0]	2	21
hsa-miR-7110	ENO2	miRWalk	0	train	[0.3138075313807531, 0.6569037656903766, 0.02092050209205021, 0.0041841004184100415, 0.0041841004184100415]	1	239
hsa-miR-1225	OLFM3	miRWalk	0	train	[0.5789473684210527, 0.2982456140350877, 0.08771929824561403, 0.03508771929824561, 0.0]	19	3
hsa-miR-495	APBB1	miRWalk	0	train	[0.29975903614457833, 0.6496385542168674, 0.04481927710843373, 0.005783132530120482, 0.0]	83	25
hsa-miR-5009	PELI3	miRWalk	0	train	[0.2, 0.6, 0.2, 0.0, 0.0]	1	5
hsa-miR-4505	CNNM4	miRWalk	0	train	[0.4358974358974359, 0.48717948717948717, 0.07692307692307693, 0.0, 0.0]	2	39
hsa-miR-514a	SLC35A5	miRWalk	0	train	[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]	12	1
hsa-miR-6165	TRIM72	miRWalk	0	train	[0.4852941176470588, 0.4632352941176471, 0.04411764705882353, 0.007352941176470588, 0.0]	4	34
hsa-miR-4653	THOC6	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	2	31
hsa-miR-4749	GPATCH8	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	2
hsa-miR-4689	CDKL2	miRWalk	0	train	[0.4, 0.55, 0.05, 0.0, 0.0]	1	20
hsa-miR-6845	TREH	miRWalk	0	train	[0.34523809523809523, 0.5357142857142857, 0.11904761904761904, 0.0, 0.0]	2	42
hsa-miR-23a	RCE1	miRWalk	0	train	[0.2533898305084746, 0.676271186440678, 0.06412429378531073, 0.005367231638418079, 0.000847457627118644]	177	20
hsa-miR-5088	LYSMD4	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	3	2
hsa-miR-520d	GRK2	miRDB	0	train	[0.4509433962264151, 0.5125786163522013, 0.03018867924528302, 0.006289308176100629, 0.0]	10	159
hsa-miR-1185-2	MEAK7	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	2	6
hsa-miR-4655	NEUROG3	miRWalk	0	train	[0.6122448979591837, 0.3673469387755102, 0.02040816326530612, 0.0, 0.0]	1	49
hsa-miR-12119	RPS29	miRWalk	0	train	[0.46875, 0.53125, 0.0, 0.0, 0.0]	1	32
hsa-miR-4757	SLC25A6	miRWalk	0	train	[0.631578947368421, 0.3157894736842105, 0.05263157894736842, 0.0, 0.0]	1	19
hsa-miR-1199	ASTL	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	3
hsa-miR-602	RAB2B	miRWalk	0	train	[0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142]	7	2
hsa-miR-6828	DNAJB1	miRWalk	0	train	[0.7073170731707317, 0.2804878048780488, 0.012195121951219513, 0.0, 0.0]	1	82
hsa-miR-1470	CXCL3	miRWalk	0	train	[0.36879432624113473, 0.624113475177305, 0.0070921985815602835, 0.0, 0.0]	3	47
hsa-miR-3171	MEAF6	miRDB;miRWalk	0	train	[0.3888888888888889, 0.4166666666666667, 0.19444444444444445, 0.0, 0.0]	4	9
hsa-miR-93	ZNF248	miRWalk	0	train	[0.42655935613682094, 0.5271629778672032, 0.04426559356136821, 0.002012072434607646, 0.0]	142	7
hsa-miR-4488	STK25	miRWalk	0	train	[0.2561576354679803, 0.6995073891625616, 0.024630541871921183, 0.014778325123152709, 0.0049261083743842365]	7	29
hsa-miR-4709	SERPINB8	miRWalk	0	train	[0.31666666666666665, 0.6166666666666667, 0.06666666666666667, 0.0, 0.0]	6	10
hsa-miR-3125	HNMT	miRWalk	0	train	[0.6275510204081632, 0.3469387755102041, 0.025510204081632654, 0.0, 0.0]	2	98
hsa-miR-378f	ME2	miRWalk	0	train	[0.3076923076923077, 0.6538461538461539, 0.038461538461538464, 0.0, 0.0]	4	26
hsa-miR-4655	RHOB	miRWalk	0	train	[0.3902439024390244, 0.5121951219512195, 0.04878048780487805, 0.024390243902439025, 0.024390243902439025]	1	41
hsa-miR-525	UBE2J2	miRWalk	0	train	[0.5238095238095238, 0.42857142857142855, 0.047619047619047616, 0.0, 0.0]	21	3
hsa-miR-6503	TOR3A	miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	1	5
hsa-miR-1911	TPM2	miRWalk	0	train	[0.47368421052631576, 0.49488304093567254, 0.027777777777777776, 0.003654970760233918, 0.0]	6	228
hsa-miR-6090	RBMXL2	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-8082	RBM4	miRWalk	0	train	[0.21739130434782608, 0.782608695652174, 0.0, 0.0, 0.0]	1	23
hsa-miR-6867	AKTIP	miRDB;miRWalk	0	train	[0.6666666666666666, 0.28888888888888886, 0.044444444444444446, 0.0, 0.0]	3	15
hsa-miR-1298	PRDM11	miRWalk	0	train	[0.4551282051282051, 0.5192307692307693, 0.02564102564102564, 0.0, 0.0]	12	13
hsa-miR-423	NPAT	miRWalk	0	train	[0.4911949685534591, 0.47358490566037736, 0.03270440251572327, 0.0025157232704402514, 0.0]	106	15
hsa-miR-7112	ACP6	miRWalk	0	train	[0.5, 0.3888888888888889, 0.1111111111111111, 0.0, 0.0]	2	9
hsa-miR-19a	MICALL2	miRWalk	0	train	[0.31138461538461537, 0.6424615384615384, 0.04246153846153846, 0.003076923076923077, 0.0006153846153846154]	125	13
hsa-miR-18a	DESI2	miRWalk	0	train	[0.26378676470588236, 0.6629901960784313, 0.06096813725490196, 0.011029411764705883, 0.0012254901960784314]	102	32
hsa-miR-6878	ATP1B4	miRDB;miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	1	2
hsa-miR-4722	NAV1	miRWalk	0	train	[0.4642857142857143, 0.5, 0.03571428571428571, 0.0, 0.0]	2	14
hsa-miR-1306	ETV3	miRWalk	0	train	[0.2986111111111111, 0.6215277777777778, 0.07291666666666667, 0.003472222222222222, 0.003472222222222222]	16	36
hsa-miR-3622a	MAPKAPK5	miRWalk	0	train	[0.6153846153846154, 0.3076923076923077, 0.07692307692307693, 0.0, 0.0]	1	13
hsa-miR-4312	MTMR9	miRWalk	0	train	[0.4, 0.6, 0.0, 0.0, 0.0]	1	5
hsa-miR-877	BOD1L1	miRWalk	0	train	[0.140625, 0.6927083333333334, 0.11458333333333333, 0.036458333333333336, 0.015625]	32	6
hsa-miR-151a	TNFSF13B	miRWalk	0	train	[0.35667161471218867, 0.6005277915223487, 0.0392544944746825, 0.0027214250371103412, 0.0008246742536698004]	43	282
hsa-miR-380	RASSF2	miRWalk	0	train	[0.34297520661157027, 0.5922865013774105, 0.06060606060606061, 0.0027548209366391185, 0.0013774104683195593]	11	66
hsa-miR-140	ZNF333	miRWalk	0	train	[0.5460526315789473, 0.4407894736842105, 0.013157894736842105, 0.0, 0.0]	152	1
hsa-miR-196b	KANSL1	miRWalk	0	train	[0.4053191489361702, 0.5689969604863222, 0.022948328267477204, 0.0024316109422492403, 0.00030395136778115504]	47	140
hsa-miR-1228	GNPTAB	miRWalk	0	train	[0.5097122302158273, 0.4723021582733813, 0.01762589928057554, 0.00035971223021582735, 0.0]	20	139
hsa-miR-3622a	ASB1	miRWalk	0	train	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0, 0.0]	1	9
hsa-miR-20b	MRPS5	miRWalk	0	train	[0.34050179211469533, 0.5734767025089605, 0.07526881720430108, 0.008960573476702509, 0.0017921146953405018]	93	6
hsa-miR-2681	KCNJ5	miRWalk	0	train	[0.22357723577235772, 0.733739837398374, 0.042682926829268296, 0.0, 0.0]	4	123
hsa-miR-6818	ADAMTSL3	miRDB	0	train	[0.37142857142857144, 0.6285714285714286, 0.0, 0.0, 0.0]	1	35
hsa-miR-211	SCYL3	miRWalk	0	train	[0.32575757575757575, 0.6136363636363636, 0.045454545454545456, 0.015151515151515152, 0.0]	66	2
hsa-miR-193b	ZNF705G	miRWalk	0	train	[0.22784810126582278, 0.759493670886076, 0.012658227848101266, 0.0, 0.0]	79	1
hsa-miR-3130	GALNS	miRWalk	0	train	[0.30434782608695654, 0.6811594202898551, 0.007246376811594203, 0.007246376811594203, 0.0]	1	138
hsa-miR-6746	SOX1	miRWalk	0	train	[0.7090909090909091, 0.2727272727272727, 0.01818181818181818, 0.0, 0.0]	1	55
hsa-miR-6831	PDIK1L	miRWalk	0	train	[0.5434782608695652, 0.391304347826087, 0.057971014492753624, 0.007246376811594203, 0.0]	1	138
hsa-miR-4463	SELENOK	miRWalk	0	train	[0.34444444444444444, 0.6333333333333333, 0.022222222222222223, 0.0, 0.0]	6	15
hsa-miR-4306	SUOX	miRDB	0	train	[0.4133180252583238, 0.5510907003444316, 0.03214695752009185, 0.002296211251435132, 0.001148105625717566]	13	67
hsa-miR-1307	SSX4	miRWalk	0	train	[0.31587301587301586, 0.6142857142857143, 0.05873015873015873, 0.007936507936507936, 0.0031746031746031746]	35	18
hsa-miR-188	CCDC141	miRWalk	0	train	[0.4745762711864407, 0.5079188663517644, 0.01694915254237288, 0.0002778549597110308, 0.0002778549597110308]	59	61
hsa-miR-5003	BCAS4	miRWalk	0	train	[0.4, 0.6, 0.0, 0.0, 0.0]	2	5
hsa-miR-33a	ITPRIPL1	miRWalk	0	train	[0.3142857142857143, 0.6, 0.05714285714285714, 0.014285714285714285, 0.014285714285714285]	70	1
hsa-miR-1257	SLC9A4	miRWalk	0	train	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0, 0.0]	1	9
hsa-miR-6763	RBBP4	miRWalk	0	train	[0.2, 0.6666666666666666, 0.1111111111111111, 0.022222222222222223, 0.0]	2	45
hsa-miR-3125	ZC2HC1C	miRWalk	0	train	[0.375, 0.625, 0.0, 0.0, 0.0]	2	4
hsa-miR-630	RPAIN	miRWalk	0	train	[0.3075, 0.6141666666666666, 0.06666666666666667, 0.006666666666666667, 0.005]	20	60
hsa-miR-564	ITM2C	miRWalk	0	train	[0.48148148148148145, 0.4444444444444444, 0.07407407407407407, 0.0, 0.0]	9	3
hsa-miR-382	CCNT1	TargetScan;miRDB;miRWalk	0	train	[0.42857142857142855, 0.5446428571428571, 0.024553571428571428, 0.001488095238095238, 0.000744047619047619]	48	28
hsa-miR-93	MYLK3	miRWalk	0	train	[0.3338549817423057, 0.618414188836724, 0.041731872717788214, 0.004434011476264998, 0.001564945226917058]	142	27
hsa-miR-1207	ALPK3	miRDB;miRWalk	0	train	[0.4119318181818182, 0.5681818181818182, 0.017045454545454544, 0.0, 0.002840909090909091]	22	16
hsa-miR-1185-1	ZBTB14	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	2	2
hsa-miR-1909	CHD2	miRWalk	0	train	[0.3434343434343434, 0.5791245791245792, 0.06734006734006734, 0.0, 0.010101010101010102]	3	99
hsa-miR-550a	VNN1	miRWalk	0	train	[0.21818181818181817, 0.725, 0.05454545454545454, 0.0, 0.0022727272727272726]	11	40
hsa-miR-326	SERPINF2	miRWalk	0	train	[0.34467455621301774, 0.6004684418145957, 0.04992603550295858, 0.0035749506903353058, 0.0013560157790927022]	78	104
hsa-miR-769	POLI	miRWalk	0	train	[0.27232142857142855, 0.6324404761904762, 0.06994047619047619, 0.019345238095238096, 0.005952380952380952]	21	32
hsa-miR-6506	NPHP4	miRWalk	0	train	[0.33695652173913043, 0.6195652173913043, 0.043478260869565216, 0.0, 0.0]	2	46
hsa-miR-4661	TPM3	miRWalk	0	train	[0.39169472502805835, 0.5443322109988776, 0.05611672278338945, 0.006734006734006734, 0.001122334455667789]	3	297
hsa-miR-422a	CTIF	miRWalk	0	train	[0.3111111111111111, 0.6611111111111111, 0.022222222222222223, 0.005555555555555556, 0.0]	18	10
hsa-let-7b	SPCS1	miRWalk	0	train	[0.470873786407767, 0.4987864077669903, 0.027912621359223302, 0.0, 0.0024271844660194173]	103	8
hsa-miR-149	CERS6	miRWalk	0	train	[0.3306589279617617, 0.6241037896893138, 0.038579720040969614, 0.0049504950495049506, 0.001707067258449983]	101	58
hsa-miR-653	RFX7	TargetScan	0	train	[0.391025641025641, 0.5544871794871795, 0.05128205128205128, 0.003205128205128205, 0.0]	24	13
hsa-miR-1468	MOXD1	miRWalk	0	train	[0.55, 0.45, 0.0, 0.0, 0.0]	4	10
hsa-miR-651	EPHA6	miRWalk	0	train	[0.2608695652173913, 0.6014492753623188, 0.11594202898550725, 0.021739130434782608, 0.0]	12	23
hsa-miR-3174	PYURF	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	5	2
hsa-miR-4633	DTX2	miRWalk	0	train	[0.8, 0.2, 0.0, 0.0, 0.0]	1	10
hsa-miR-6807	LONRF3	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	4	1
hsa-miR-4708	SERPINB13	miRWalk	0	train	[0.2, 0.8, 0.0, 0.0, 0.0]	2	5
hsa-miR-3173	YPEL5	miRWalk	0	train	[0.375, 0.5, 0.125, 0.0, 0.0]	4	2
hsa-miR-6764	FARSA	miRWalk	0	train	[0.2857142857142857, 0.7142857142857143, 0.0, 0.0, 0.0]	1	7
hsa-miR-4654	RBMXL1	miRWalk	0	train	[0.1, 0.9, 0.0, 0.0, 0.0]	1	10
hsa-miR-6795	NEUROD1	miRWalk	0	train	[0.32098765432098764, 0.5604938271604938, 0.1037037037037037, 0.009876543209876543, 0.0049382716049382715]	3	135
hsa-miR-623	EIF3F	miRWalk	0	train	[0.32954545454545453, 0.5984848484848485, 0.056818181818181816, 0.011363636363636364, 0.003787878787878788]	11	24
hsa-miR-6745	PTPRR	miRWalk	0	train	[0.425, 0.575, 0.0, 0.0, 0.0]	2	20
hsa-miR-520c	FLI1	miRDB;miRWalk	0	train	[0.38089622641509435, 0.565251572327044, 0.047759433962264154, 0.0047169811320754715, 0.0013757861635220125]	16	318
hsa-miR-761	GPNMB	miRWalk	0	train	[0.28612221587664194, 0.6282124500285551, 0.07024557395773844, 0.009137635636778984, 0.006282124500285551]	17	103
hsa-miR-96	E4F1	miRWalk	0	train	[0.3279569892473118, 0.600358422939068, 0.07168458781362007, 0.0, 0.0]	93	6
hsa-miR-519a	ZNF20	miRWalk	0	train	[0.12121212121212122, 0.8484848484848485, 0.030303030303030304, 0.0, 0.0]	11	3
hsa-miR-6798	SAT2	miRWalk	0	train	[0.17567567567567569, 0.6891891891891891, 0.13513513513513514, 0.0, 0.0]	2	37
hsa-miR-6818	MRTFA	miRWalk	0	train	[0.24242424242424243, 0.7272727272727273, 0.030303030303030304, 0.0, 0.0]	1	99
hsa-miR-425	ELFN1	miRWalk	0	train	[0.3870967741935484, 0.5698924731182796, 0.043010752688172046, 0.0, 0.0]	62	6
hsa-miR-4497	ABCB7	miRWalk	0	train	[0.391156462585034, 0.5714285714285714, 0.034013605442176874, 0.003401360544217687, 0.0]	6	49
hsa-miR-4694	LRP6	miRWalk	0	train	[0.44029850746268656, 0.4925373134328358, 0.05970149253731343, 0.007462686567164179, 0.0]	1	134
hsa-miR-605	SPEF2	miRWalk	0	train	[0.3939393939393939, 0.601010101010101, 0.005050505050505051, 0.0, 0.0]	18	11
hsa-miR-5191	KMO	miRWalk	0	train	[0.5303030303030303, 0.44696969696969696, 0.022727272727272728, 0.0, 0.0]	3	44
hsa-miR-605	PDXK	miRWalk	0	train	[0.4835390946502058, 0.48559670781893005, 0.024691358024691357, 0.00411522633744856, 0.00205761316872428]	18	27
hsa-miR-657	MYC	miRWalk	0	train	[0.38504872107186355, 0.5686662606577345, 0.040499390986601706, 0.0047198538367844095, 0.0010657734470158344]	8	821
hsa-miR-638	ZNF660	miRWalk	0	train	[0.04411764705882353, 0.6911764705882353, 0.22058823529411764, 0.04411764705882353, 0.0]	34	2
hsa-miR-548aq	SLC25A30	miRDB	0	train	[0.75, 0.25, 0.0, 0.0, 0.0]	2	2
hsa-miR-548o	RALGAPB	miRDB	0	train	[0.3488372093023256, 0.6046511627906976, 0.031007751937984496, 0.015503875968992248, 0.0]	3	43
hsa-miR-575	SF3B1	miRWalk	0	train	[0.40055555555555555, 0.5494444444444444, 0.045, 0.005, 0.0]	9	200
hsa-miR-1914	FMO2	miRWalk	0	train	[0.23214285714285715, 0.6607142857142857, 0.10714285714285714, 0.0, 0.0]	8	7
hsa-miR-3945	PIK3C2A	miRWalk	0	train	[0.475, 0.5, 0.025, 0.0, 0.0]	1	80
hsa-miR-139	TPM1	miRWalk	0	train	[0.4032717581104678, 0.5564745887326532, 0.03657752044848819, 0.002849002849002849, 0.0008271298593879239]	93	117
hsa-miR-338	ZDHHC9	miRWalk	0	train	[0.5158604282315623, 0.4690721649484536, 0.014274385408406027, 0.00019825535289452815, 0.0005947660586835844]	97	52
hsa-miR-7844	ERG	miRDB;miRWalk	0	train	[0.24496644295302014, 0.7281879194630873, 0.026845637583892617, 0.0, 0.0]	1	298
hsa-miR-631	HDAC1	miRWalk	0	train	[0.3703971119133574, 0.5494584837545127, 0.07075812274368232, 0.008664259927797834, 0.0007220216606498195]	5	277
hsa-miR-4281	GABRA2	miRWalk	0	train	[0.38333333333333336, 0.6166666666666667, 0.0, 0.0, 0.0]	1	60
hsa-miR-520d	SGCD	miRWalk	0	train	[0.4985294117647059, 0.47352941176470587, 0.01764705882352941, 0.007352941176470588, 0.0029411764705882353]	10	68
hsa-miR-5007	ZNF273	miRWalk	0	train	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]	3	1
hsa-miR-3074	CNTD1	miRDB;miRWalk	0	train	[0.2222222222222222, 0.5555555555555556, 0.2222222222222222, 0.0, 0.0]	9	1
hsa-miR-4482	FSCN1	miRWalk	0	train	[0.3028571428571429, 0.68, 0.005714285714285714, 0.005714285714285714, 0.005714285714285714]	1	175
hsa-miR-526b	RAET1E	miRWalk	0	train	[0.34210526315789475, 0.5657894736842105, 0.08552631578947369, 0.006578947368421052, 0.0]	19	8
hsa-miR-548ao	TLNRD1	miRWalk	0	train	[0.0, 0.8, 0.2, 0.0, 0.0]	1	5
hsa-miR-6891	RDH8	miRWalk	0	train	[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]	2	6
hsa-miR-181d	TBRG1	miRWalk	0	train	[0.3141891891891892, 0.6317567567567568, 0.05405405405405406, 0.0, 0.0]	37	8
hsa-miR-1185-2	ZNF382	miRWalk	0	train	[0.2894736842105263, 0.6052631578947368, 0.10526315789473684, 0.0, 0.0]	2	19
hsa-miR-4508	NFATC2	miRWalk	0	train	[0.4134199134199134, 0.5670995670995671, 0.015151515151515152, 0.004329004329004329, 0.0]	3	154
hsa-miR-3928	GRB7	miRWalk	0	train	[0.1267605633802817, 0.7370892018779343, 0.13145539906103287, 0.004694835680751174, 0.0]	3	71
hsa-miR-6754	SIPA1L2	miRWalk	0	train	[0.38095238095238093, 0.5714285714285714, 0.0, 0.047619047619047616, 0.0]	3	7
